lin1,ZestYear 2015,ZestPrice 2015,ZestYear 2016,ZestPrice 2016,ZestYear 2017,ZestPrice 2017,ZestYear 2018,ZestPrice 2018,ZestYear 2019,ZestPrice 2019,ZestYear 2020,ZestPrice 2020
https://www.zillow.com/homedetails/3580-Henrietta-Hartford-Rd-Mount-Pleasant-SC-29466/55641542_zpid/,2015,981,Jan 2016,1000,Jan 2017,1200,Dec 2017,1100,Jan 2019,994,Feb 2020,1100
https://www.zillow.com/homedetails/894-Tupelo-Bay-Dr-LOT-61-Mount-Pleasant-SC-29464/2078610353_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1139-Fulton-Hall-Ln-Mount-Pleasant-SC-29466/247524491_zpid/,2015,415,Oct 2015,422,Oct 2016,309,Sep 2017,371,Sep 2018,895,Sold for,890
https://www.zillow.com/homedetails/2855-River-Vista-Way-Mount-Pleasant-SC-29466/92384512_zpid/,2015,992,Jan 2016,953,Jan 2017,880,Dec 2017,1100,Jan 2019,966,Feb 2020,974
https://www.zillow.com/homedetails/4902-Sound-View-Dr-Mount-Pleasant-SC-29466/110214815_zpid/,2015,435,,,,,,,,,,
https://www.zillow.com/homedetails/135-Ionsborough-St-Mount-Pleasant-SC-29464/80211517_zpid/,2015,636,Jan 2016,670,Jan 2017,744,Dec 2017,742,Jan 2019,754,Feb 2020,750
https://www.zillow.com/homedetails/155-Wingo-Way-414-Mount-Pleasant-SC-29464/2095868420_zpid/,2015,201,Jan 2016,496,Jan 2017,705,Dec 2017,754,Jan 2019,779,Feb 2020,853
https://www.zillow.com/homedetails/217-Church-St-Mount-Pleasant-SC-29464/10922853_zpid/,2015,453,Jan 2016,561,Jan 2017,529,Dec 2017,603,Jan 2019,718,Feb 2020,654
https://www.zillow.com/homedetails/1401-Lettered-Olive-Ln-Mount-Pleasant-SC-29464/110232306_zpid/,2015,592,Jan 2016,643,Jan 2017,668,Dec 2017,705,Jan 2019,734,Feb 2020,679
https://www.zillow.com/homedetails/1347-Old-Bricyard-Rd-Mount-Pleasant-SC-29466/10937769_zpid/,2015,610,Jan 2016,768,Jan 2017,637,Dec 2017,756,Jan 2019,704,Feb 2020,676
https://www.zillow.com/homedetails/1475-Mossy-Branch-Way-Mount-Pleasant-SC-29464/247524487_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sold for,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/506-Hicory-Cv-Mount-Pleasant-SC-29464/10929099_zpid/,2015,737,,,,,,,,,,
https://www.zillow.com/homedetails/3813-Summerton-St-Mount-Pleasant-SC-29466/2079459739_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1127-Harborgate-Dr-Mount-Pleasant-SC-29464/10922447_zpid/,2015,534,Jan 2016,597,Jan 2017,605,Dec 2017,708,Jan 2019,777,Feb 2020,1000
https://www.zillow.com/homedetails/347-Plantation-View-Ln-Mount-Pleasant-SC-29464/10929721_zpid/,2015,732,Jan 2016,744,Jan 2017,627,Dec 2017,684,Jan 2019,670,Feb 2020,700
https://www.zillow.com/homedetails/941-Mccants-Dr-Mount-Pleasant-SC-29464/10925784_zpid/,2015,536,,,,,,,,,,
https://www.zillow.com/homedetails/175-Civitas-St-Mount-Pleasant-SC-29464/52905300_zpid/,2015,591,Jan 2016,609,Jan 2017,728,Dec 2017,710,Jan 2019,727,Feb 2020,750
https://www.zillow.com/homedetails/2802-Oa-Manor-Dr-Mount-Pleasant-SC-29466/82540971_zpid/,2015,602,Jan 2016,611,Jan 2017,631,Dec 2017,678,Jan 2019,660,Feb 2020,663
https://www.zillow.com/homedetails/515-Ban-St-Mount-Pleasant-SC-29464/10924466_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sold for,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2624-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/110212491_zpid/,2015,640,Sold for,845,Oct 2016,921,Sep 2018,881,Sep 2019,896,,
https://www.zillow.com/homedetails/2409-Old-Georgetown-Rd-Mount-Pleasant-SC-29466/125934890_zpid/,2015,427,Sold for,702,Jan 2017,724,Dec 2017,778,Jan 2019,853,Feb 2020,729
https://www.zillow.com/homedetails/3491-Colonel-Vanderhorst-Cir-Mount-Pleasant-SC-29466/10938996_zpid/,2015,635,Jan 2016,664,Jan 2017,644,Dec 2017,519,Jan 2019,537,Feb 2020,554
https://www.zillow.com/homedetails/2107-Sewee-Indian-Ct-Mount-Pleasant-SC-29466/10939271_zpid/,2015,808,Sold for,717,Jan 2017,705,Dec 2017,756,Jan 2019,782,Feb 2020,810
https://www.zillow.com/homedetails/2797-Hamlin-Beach-Rd-Mount-Pleasant-SC-29466/88986745_zpid/,2015,NA,,,,,,,,,,
https://www.zillow.com/homedetails/2230-Mother-Of-Pearl-Dr-Mount-Pleasant-SC-29466/247524256_zpid/,2015,NA,42278,NA,42644,NA,42979,NA,43344,NA,43709,NA
https://www.zillow.com/homedetails/3200-Sand-Marsh-Ln-Mount-Pleasant-SC-29466/61473823_zpid/,2015,667,Jan 2016,703,Jan 2017,763,Dec 2017,835,Jan 2019,788,Feb 2020,805
https://www.zillow.com/homedetails/4113-Colonel-Vanderhorst-Cir-Mount-Pleasant-SC-29466/10938798_zpid/,2015,686,Jan 2016,735,Jan 2017,762,Dec 2017,806,Jan 2019,757,Feb 2020,743
https://www.zillow.com/homedetails/1161-Fulton-Hall-Ln-Mount-Pleasant-SC-29466/247524186_zpid/,2015,435,,,,,,,,,,
https://www.zillow.com/homedetails/2250-Crab-Cree-Ct-Mount-Pleasant-SC-29466/110227496_zpid/,2015,435,,,,,,,,,,
https://www.zillow.com/homedetails/736-Gate-Post-Dr-Mount-Pleasant-SC-29464/61473028_zpid/,2015,550,Jan 2016,594,Jan 2017,616,Dec 2017,649,Jan 2019,682,Feb 2020,677
https://www.zillow.com/homedetails/4070-Blacmoor-St-Mount-Pleasant-SC-29466/122139205_zpid/,2015,721,Jan 2016,783,Jan 2017,731,Sold for,763,Jan 2019,794,Feb 2020,818
https://www.zillow.com/homedetails/1842-Shell-Ring-Cir-Mount-Pleasant-SC-29466/52906604_zpid/,2015,657,Jan 2016,665,Jan 2017,673,Dec 2017,690,Jan 2019,676,Feb 2020,692
https://www.zillow.com/homedetails/2040-Shell-Ring-Cir-Mount-Pleasant-SC-29466/52906613_zpid/,2015,750,Jan 2016,814,Jan 2017,738,Dec 2017,748,Jan 2019,673,Feb 2020,710
https://www.zillow.com/homedetails/4-William-St-Mount-Pleasant-SC-29464/10926202_zpid/,2015,391,Jan 2016,627,Jan 2017,790,Dec 2017,920,Jan 2019,855,Feb 2020,891
https://www.zillow.com/homedetails/1176-Peach-Baset-Ln-Mount-Pleasant-SC-29464/2080898259_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2224-Syler-Dr-Mount-Pleasant-SC-29466/247522601_zpid/,2015,NA,Jan 2016,NA,Sold for,566,Jan 2019,586,Feb 2020,604,,
https://www.zillow.com/homedetails/2863-River-Vista-Way-Mount-Pleasant-SC-29466/110203365_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2212-Branch-Cree-Dr-Mount-Pleasant-SC-29466/110202892_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/249-Indigo-Bay-Cir-Mount-Pleasant-SC-29464/61473192_zpid/,2015,675,Jan 2016,710,Jan 2017,727,Dec 2017,740,Jan 2019,764,Feb 2020,710
https://www.zillow.com/homedetails/3834-Fifle-St-Mount-Pleasant-SC-29466/125936152_zpid/,2015,550,Sold for,733,Jan 2017,757,Dec 2017,813,Jan 2019,820,Listed for,775
https://www.zillow.com/homedetails/2600-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/88887659_zpid/,2015,686,Jan 2016,741,Jan 2017,800,Dec 2017,805,Jan 2019,786,Feb 2020,755
https://www.zillow.com/homedetails/3750-Sisseton-Ln-Mount-Pleasant-SC-29466/110207618_zpid/,2015,713,Jan 2016,725,Dec 2017,762,Jan 2019,783,Feb 2020,811,,
https://www.zillow.com/homedetails/827-Pitt-St-Mount-Pleasant-SC-29464/10925187_zpid/,2015,572,Jan 2016,610,Jan 2017,808,Dec 2017,861,Jan 2019,902,Sold for,856
https://www.zillow.com/homedetails/970-Lansing-Dr-Mount-Pleasant-SC-29464/10921866_zpid/,2015,424,Jan 2016,498,Jan 2017,517,Dec 2017,557,Jan 2019,649,Feb 2020,654
https://www.zillow.com/homedetails/1895-N-James-Gregarie-Rd-Mount-Pleasant-SC-29466/68383111_zpid/,2015,782,Jan 2016,734,Jan 2017,797,Dec 2017,771,Jan 2019,768,Sold for,772
https://www.zillow.com/homedetails/2601-iln-Cree-Cir-Mount-Pleasant-SC-29466/103861583_zpid/,2015,722,Jan 2016,707,Jan 2017,728,Dec 2017,782,Jan 2019,757,Feb 2020,830
https://www.zillow.com/homedetails/865-Tupelo-Bay-Dr-Mount-Pleasant-SC-29464/80214670_zpid/,2015,699,Jan 2016,716,Jan 2017,781,Dec 2017,757,Jan 2019,782,Feb 2020,762
https://www.zillow.com/homedetails/521-Center-St-Mount-Pleasant-SC-29464/10926239_zpid/,2015,436,Jan 2016,516,Jan 2017,583,Dec 2017,623,Jan 2019,644,Feb 2020,761
https://www.zillow.com/homedetails/874-Tupelo-Bay-Dr-Mount-Pleasant-SC-29464/80217184_zpid/,2015,642,Jan 2016,657,Jan 2017,737,Dec 2017,746,Jan 2019,767,Feb 2020,794
https://www.zillow.com/homedetails/1541-Menhaden-Ln-HOMESITE-97-Mount-Pleasant-SC-29466/2078398113_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1541-Menhaden-Ln-Mount-Pleasant-SC-29466/2078521385_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1560-Red-Tide-Rd-Mount-Pleasant-SC-29466/247532675_zpid/,2015,514,Oct 2015,653,Oct 2016,495,Sep 2017,570,Sep 2018,704,Sep 2019,718
https://www.zillow.com/homedetails/1530-Gemstone-Dr-Mount-Pleasant-SC-29464/2078733096_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/521-W-Rice-Planters-Ln-Mount-Pleasant-SC-29464/92384317_zpid/,2015,589,Jan 2016,670,Jan 2017,719,Dec 2017,727,Jan 2019,760,Feb 2020,728
https://www.zillow.com/homedetails/1096-Poplar-Tree-Dr-Mount-Pleasant-SC-29464/2080898257_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1376-Founders-Way-Mount-Pleasant-SC-29464/247531029_zpid/,2015,511,Oct 2015,681,Oct 2016,379,Sep 2017,476,Sep 2018,735,Sep 2019,749
https://www.zillow.com/homedetails/1301-Founders-Way-Mount-Pleasant-SC-29464/2083335269_zpid/,2015,474,,,,,,,,,,
https://www.zillow.com/homedetails/1453-Appling-Dr-Mount-Pleasant-SC-29464/110212309_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1330-Roddington-St-Mount-Pleasant-SC-29464/10933365_zpid/,2015,521,Jan 2016,575,Jan 2017,551,Dec 2017,613,Jan 2019,574,Feb 2020,653
https://www.zillow.com/homedetails/2103-Sewee-Indian-Ct-Mount-Pleasant-SC-29466/10939272_zpid/,2015,612,Jan 2016,654,Jan 2017,674,Dec 2017,694,Jan 2019,676,Feb 2020,654
https://www.zillow.com/homedetails/2961-Pignatelli-Cres-Mount-Pleasant-SC-29466/10938904_zpid/,2015,865,Jan 2016,875,Jan 2017,788,Dec 2017,840,Jan 2019,868,Feb 2020,754
https://www.zillow.com/homedetails/1589-Fort-Palmetto-Cir-Mount-Pleasant-SC-29466/247523826_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,508,Sep 2018,635,Sep 2019,648
https://www.zillow.com/homedetails/2822-Oa-Manor-Dr-Mount-Pleasant-SC-29466/80213560_zpid/,2015,595,Jan 2016,593,Jan 2017,609,Dec 2017,641,Jan 2019,646,Feb 2020,629
https://www.zillow.com/homedetails/1201-Max-Ln-Mount-Pleasant-SC-29466/2080160441_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/720-Hibbens-Grant-Blvd-Mount-Pleasant-SC-29464/61454319_zpid/,2015,538,Jan 2016,581,Jan 2017,588,Dec 2017,622,Jan 2019,619,Feb 2020,617
https://www.zillow.com/homedetails/2764-Oa-Manor-Dr-Mount-Pleasant-SC-29466/80211500_zpid/,2015,610,Jan 2016,656,Jan 2017,625,Dec 2017,643,Jan 2019,642,Feb 2020,632
https://www.zillow.com/homedetails/3062-Yachtsman-Dr-Mount-Pleasant-SC-29466/110233301_zpid/,2015,622,Jan 2016,699,Jan 2017,720,Dec 2017,680,Jan 2019,676,Feb 2020,679
https://www.zillow.com/homedetails/1375-Rivella-Dr-Mount-Pleasant-SC-29464/247528617_zpid/,2015,478,Oct 2015,636,Oct 2016,370,Sep 2017,459,Sep 2018,668,Sep 2019,697
https://www.zillow.com/homedetails/4069-Blacmoor-St-Mount-Pleasant-SC-29466/122140397_zpid/,2015,570,Sold for,643,Jan 2017,663,Dec 2017,712,Jan 2019,743,Listed for,725
https://www.zillow.com/homedetails/708-Hibbens-Grant-Blvd-Mount-Pleasant-SC-29464/61454898_zpid/,2015,596,Jan 2016,602,Jan 2017,627,Dec 2017,643,Jan 2019,650,Feb 2020,673
https://www.zillow.com/homedetails/15-Founders-Way-Mount-Pleasant-SC-29464/2084442553_zpid/,2015,474,,,,,,,,,,
https://www.zillow.com/homedetails/545-Cooper-Village-Ln-Mount-Pleasant-SC-29464/2081267929_zpid/,2015,708,,,,,,,,,,
https://www.zillow.com/homedetails/1317-Mcleans-Ct-Mount-Pleasant-SC-29466/55641153_zpid/,2015,666,Jan 2016,694,Jan 2017,703,Dec 2017,750,Jan 2019,743,Feb 2020,743
https://www.zillow.com/homedetails/85-Jane-Jacobs-St-Mount-Pleasant-SC-29464/110210577_zpid/,2015,612,,,,,,,,,,
https://www.zillow.com/homedetails/1453-Cotton-Bounty-Ct-Mount-Pleasant-SC-29466/68392546_zpid/,2015,568,Jan 2016,607,Jan 2017,693,Dec 2017,675,Jan 2019,685,Feb 2020,683
https://www.zillow.com/homedetails/1471-Brightwood-Dr-Mount-Pleasant-SC-29466/247522717_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/14-Founders-Way-Mount-Pleasant-SC-29464/2084442557_zpid/,2015,474,,,,,,,,,,
https://www.zillow.com/homedetails/403-Rice-Hope-Dr-Mount-Pleasant-SC-29464/10929992_zpid/,2015,589,,,,,,,,,,
https://www.zillow.com/homedetails/547-Cooper-Village-Ln-Mount-Pleasant-SC-29464/2081267928_zpid/,2015,NA,000ar 2017,NA,000ar 2018,NA,000ar 2019,NA,Apr 2020,741,,
https://www.zillow.com/homedetails/1561-epley-Dr-N-Mount-Pleasant-SC-29464/2079301024_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1144-Pleasant-Pines-Rd-Mount-Pleasant-SC-29464/2081345032_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3930-Colonel-Vanderhorst-Cir-Mount-Pleasant-SC-29466/10938870_zpid/,2015,589,Jan 2016,558,Jan 2017,578,Dec 2017,574,Jan 2019,592,Listed for,625
https://www.zillow.com/homedetails/3675-Coastal-Crab-Rd-Mount-Pleasant-SC-29466/88973154_zpid/,2015,707,Jan 2016,664,Sold for,708,Dec 2017,733,Jan 2019,753,Feb 2020,780
https://www.zillow.com/homedetails/1495-eshi-Pearl-Dr-Mount-Pleasant-SC-29466/125935317_zpid/,2015,563,Jan 2016,612,Jan 2017,630,Dec 2017,676,Jan 2019,711,Listed for,728
https://www.zillow.com/homedetails/488-Triple-Oa-Dr-Mount-Pleasant-SC-29466/89006524_zpid/,2015,675,Jan 2016,733,Jan 2017,752,Dec 2017,768,Jan 2019,774,Feb 2020,740
https://www.zillow.com/homedetails/13-Founders-Way-Mount-Pleasant-SC-29464/2084442555_zpid/,2015,474,,,,,,,,,,
https://www.zillow.com/homedetails/356-7th-Ave-Mount-Pleasant-SC-29464/10921376_zpid/,2015,421,Jan 2016,507,Jan 2017,579,Dec 2017,737,Jan 2019,753,Feb 2020,679
https://www.zillow.com/homedetails/3489-Saltflat-Ln-Mount-Pleasant-SC-29466/247524142_zpid/,2015,493,Oct 2015,629,Oct 2016,386,Sep 2017,605,Sep 2018,639,Sep 2019,651
https://www.zillow.com/homedetails/2576-John-Boone-Ct-Mount-Pleasant-SC-29466/52906298_zpid/,2015,663,Jan 2016,685,Jan 2017,744,Dec 2017,805,Jan 2019,763,Feb 2020,774
https://www.zillow.com/homedetails/915-Royall-Ave-Mount-Pleasant-SC-29464/10926220_zpid/,2015,480,Jan 2016,601,Jan 2017,647,Dec 2017,678,Jan 2019,699,Feb 2020,698
https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-5E-Mount-Pleasant-SC-29464/2079026186_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/873-Tupelo-Bay-Dr-Mount-Pleasant-SC-29464/80216399_zpid/,2015,621,Jan 2016,672,Jan 2017,697,Dec 2017,665,Jan 2019,673,Feb 2020,696
https://www.zillow.com/homedetails/286-N-Shelmore-Blvd-Mount-Pleasant-SC-29464/61473064_zpid/,2015,587,Jan 2016,586,Jan 2017,666,Dec 2017,648,Jan 2019,673,Feb 2020,739
https://www.zillow.com/homedetails/3548-Hartford-Village-Way-Mount-Pleasant-SC-29466/10938896_zpid/,2015,583,Jan 2016,585,Jan 2017,569,Dec 2017,544,Jan 2019,579,Feb 2020,541
https://www.zillow.com/homedetails/3628-Maidstone-Dr-Mount-Pleasant-SC-29466/110215963_zpid/,2015,520,Jan 2016,564,Jan 2017,584,Dec 2017,584,Jan 2019,582,Feb 2020,656
https://www.zillow.com/homedetails/31-Mises-St-Mount-Pleasant-SC-29464/110229585_zpid/,2015,431,Jan 2016,519,Jan 2017,536,Dec 2017,576,Jan 2019,565,Feb 2020,582
https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-45-Mount-Pleasant-SC-29464/10926621_zpid/,2015,427,Sold for,465,Jan 2017,486,Dec 2017,521,Jan 2019,539,Feb 2020,644
https://www.zillow.com/homedetails/1732-W-Canning-Dr-Mount-Pleasant-SC-29466/88966977_zpid/,2015,583,Jan 2016,648,Jan 2017,687,Dec 2017,665,Jan 2019,684,Feb 2020,663
https://www.zillow.com/homedetails/3762-Sawyers-Island-Dr-Mount-Pleasant-SC-29466/2078751393_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2197-Hartfords-Bluff-Cir-Mount-Pleasant-SC-29466/10938554_zpid/,2015,536,,,,,,,,,,
https://www.zillow.com/homedetails/12-Founders-Way-Mount-Pleasant-SC-29464/2084442558_zpid/,2015,474,,,,,,,,,,
https://www.zillow.com/homedetails/525-Chimney-Bluff-Dr-Mount-Pleasant-SC-29464/10929120_zpid/,2015,516,Jan 2016,512,Jan 2017,543,Dec 2017,568,Jan 2019,583,Feb 2020,597
https://www.zillow.com/homedetails/2147-Annie-Laura-Ln-Mount-Pleasant-SC-29466/2092963136_zpid/,2015,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1480-Pine-Island-Vw-Mount-Pleasant-SC-29464/10933630_zpid/,2015,422,Jan 2016,485,Jan 2017,500,Dec 2017,534,Jan 2019,520,Feb 2020,539
https://www.zillow.com/homedetails/721-Oa-Marsh-Dr-Mount-Pleasant-SC-29464/10932849_zpid/,2015,490,Jan 2016,577,Jan 2017,603,Dec 2017,621,Jan 2019,614,Feb 2020,617
https://www.zillow.com/homedetails/1189-Ayers-Plantation-Way-Mount-Pleasant-SC-29466/122138715_zpid/,2015,500,Jan 2016,473,Jan 2017,489,Dec 2017,526,Jan 2019,553,Feb 2020,571
https://www.zillow.com/homedetails/1860-W-Canning-Dr-Mount-Pleasant-SC-29466/82541893_zpid/,2015,582,Jan 2016,625,Jan 2017,611,Dec 2017,650,Jan 2019,627,Listed for,620
https://www.zillow.com/homedetails/2970-Pignatelli-Cres-Mount-Pleasant-SC-29466/10938981_zpid/,2015,594,Jan 2016,645,Sold for,616,Dec 2017,657,Jan 2019,676,Feb 2020,705
https://www.zillow.com/homedetails/1847-Delacourt-Ave-Mount-Pleasant-SC-29466/92382278_zpid/,Dec 2014,680,Jan 2016,643,Jan 2017,598,Dec 2017,657,Jan 2019,614,Feb 2020,618
https://www.zillow.com/homedetails/1181-Welcome-Dr-Mount-Pleasant-SC-29464/2085516365_zpid/,Today,474,,,,,,,,,,
https://www.zillow.com/homedetails/11-Founders-Way-Mount-Pleasant-SC-29464/2084442554_zpid/,Today,474,,,,,,,,,,
https://www.zillow.com/homedetails/2750-Rifle-Range-Rd-Mount-Pleasant-SC-29466/10937694_zpid/,Listed for,NA,Jul 2018,NA,Feb 2020,NA,,,,,,
https://www.zillow.com/homedetails/1501-W-Palmetto-Fort-Dr-Mount-Pleasant-SC-29466/68355991_zpid/,Today,647,Jul 2016,429,Jun 2017,485,Jul 2018,495,Jul 2019,493,Aug 2020,646
https://www.zillow.com/homedetails/10-Founders-Way-Mount-Pleasant-SC-29464/2084442556_zpid/,Today,474,Oct 2016,443,,,,,,,,
https://www.zillow.com/homedetails/1820-S-James-Gregarie-Rd-Mount-Pleasant-SC-29466/82545696_zpid/,Dec 2014,617,Jan 2016,665,Jan 2017,638,Dec 2017,655,Jan 2019,623,Feb 2020,661
https://www.zillow.com/homedetails/1609-Sewee-Fort-Rd-Mount-Pleasant-SC-29466/80212933_zpid/,Today,647,Jan 2017,606,Dec 2017,642,Jan 2019,616,Feb 2020,616,,
https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-25-Mount-Pleasant-SC-29464/2079212975_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1608-Sewee-Fort-Rd-Mount-Pleasant-SC-29466/55641521_zpid/,Dec 2014,521,Jan 2016,586,Jan 2017,598,Dec 2017,608,Jan 2019,616,Listed for,612
https://www.zillow.com/homedetails/22-Joyce-Ave-Mount-Pleasant-SC-29464/10927825_zpid/,Dec 2014,368,Jan 2016,426,Jan 2017,438,Dec 2017,471,Jan 2019,508,Feb 2020,520
https://www.zillow.com/homedetails/1924-Carolina-Towne-Ct-Mount-Pleasant-SC-29464/125936641_zpid/,Dec 2014,414,Jan 2016,284,Jan 2017,649,Dec 2017,632,Jan 2019,653,Feb 2020,599
